comparison,crowding,sample_id,stroke_x0,stroke_y0,stroke_x1,stroke_y1,stroke_width,stroke_value,stroke_length_normalized,changed_pixel_count,changed_pixel_fraction,pixel_mean_absolute_difference,global_cosine_distance,patch_mean_cosine_distance,patch_max_cosine_distance,patch_top10pct_mean_cosine_distance,changed_patch_fraction,patch_changed_region_mean_cosine_distance,patch_unchanged_region_mean_cosine_distance,localization_enrichment,localization_topk_recall,localization_topk_lift,patch_reference_region_mean_cosine_distance,patch_reference_outside_mean_cosine_distance,reference_region_enrichment
shift_position,15,1,0.28107406109154015,0.7378966517865971,0.446994195677409,0.37470321304918414,2,0,0.3992980904072793,93,0.022705078125,0.012430109083652496,0.006465554237365723,0.01959332637488842,0.30998098850250244,0.11508249491453171,0.05859375,0.1358540803194046,0.012357177212834358,10.993941252076924,0.7333333492279053,12.515555826822917,0.15018776059150696,0.01483482401818037,10.12400015041964
change_width,15,1,0.28107406109154015,0.7378966517865971,0.446994195677409,0.37470321304918414,2,0,0.3992980904072793,106,0.02587890625,0.014994064345955849,0.013938426971435547,0.029528185725212097,0.32556837797164917,0.15473738312721252,0.05859375,0.1900312304496765,0.01953836902976036,9.726053907581827,0.800000011920929,13.653333536783855,0.2176900953054428,0.022672083228826523,9.601680317963007
change_intensity,15,1,0.28107406109154015,0.7378966517865971,0.446994195677409,0.37470321304918414,2,0,0.3992980904072793,46,0.01123046875,0.007046568673104048,0.013181030750274658,0.015688030049204826,0.2796560525894165,0.08037948608398438,0.03515625,0.15529261529445648,0.010601222515106201,14.648557284140809,0.7777777910232544,22.123457166883682,0.15529261529445648,0.010601222515106201,14.648557284140809
no_change,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,0,0.0,0.0,0.0,1.83936208486557e-08,2.980232238769531e-07,1.4901161193847656e-07,0.0,,1.83936208486557e-08,,,,3.5762788286319847e-08,1.731255316883562e-08,2.0657142789716625
tiny_pixel_noise,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,1373,0.335205078125,0.0018104702467098832,0.0897333025932312,0.21711668372154236,0.40572476387023926,0.36170098185539246,1.0,0.21711668372154236,,,1.0,1.0,0.27274397015571594,0.21365439891815186,1.2765661345461017
pixel_matched_noise,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,1975,0.482177734375,0.016600605100393295,0.3248586654663086,0.392090380191803,0.6402134895324707,0.5807685256004333,1.0,0.392090380191803,,,1.0,1.0,0.4541008770465851,0.3882308006286621,1.16966731210213
sparse_pixel_matched_noise,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,68,0.0166015625,0.0166015625,0.5654006004333496,0.4841163158416748,0.7901166081428528,0.7149582505226135,0.23828125,0.5056130290031433,0.47739169001579285,1.0591156896476703,0.39344263076782227,1.6511690733862705,0.4261804521083832,0.4877222776412964,0.8738178911356287
add_stroke,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,68,0.0166015625,0.0166015625,0.5240094661712646,0.40478619933128357,0.8049569129943848,0.7517753839492798,0.05859375,0.7381561994552612,0.384037047624588,1.9220963290417732,0.5333333611488342,9.102222696940105,0.7381561994552612,0.384037047624588,1.9220963290417732
shift_position,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,136,0.033203125,0.033203125,0.11732971668243408,0.12557092308998108,0.4923354983329773,0.3598794937133789,0.11328125,0.2634088695049286,0.10796166956424713,2.439836939981519,0.48275861144065857,4.26159325961409,0.21294786036014557,0.12013252824544907,1.7726078312866322
change_width,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,158,0.03857421875,0.03857421875,0.3204365372657776,0.2143574357032776,0.5371809601783752,0.47120916843414307,0.0859375,0.46176958084106445,0.1910964697599411,2.416421305014938,0.7272727489471436,8.462810169566762,0.481867253780365,0.1977074295282364,2.4372743853388936
