method,targets,mean_initial_mse,mean_final_mse,mean_best_mse,mean_best_step,mean_executed_steps,stop_rate,mean_final_mae,mean_relative_final_mse_improvement,exact_top1_rate,exact_top5_rate,mean_exact_rank,mean_exact_regret,max_exact_regret,mean_score_exact_spearman
exact_pixel,3,0.16433138166515468,0.04667379366037494,0.04667026937067931,99.0,100.0,0.0,0.10148079971137729,0.712936293613953,,,,,,
learned_pixel,3,0.16433138166515468,0.05876131251170591,0.05586048056375148,67.33333333333333,100.0,0.0,0.12286049781080995,0.6354870345731803,0.2933333333333333,0.5066666666666667,8.276666666666666,0.0003657479924868312,0.002243329527118476,
current_latent_mse_forced,3,0.16433138166515468,0.07765199235700493,0.07254575508613925,66.66666666666667,100.0,0.0,0.15191769978628145,0.5213950391111061,0.08666666666666667,0.2866666666666667,23.11,0.001407206279336606,0.008879287793661206,0.49961767980413546
development_selected_score_forced,3,0.16433138166515468,0.07217597395977766,0.06828914040291541,71.0,100.0,0.0,0.13216720314327782,0.5523850583903901,0.06333333333333334,0.2333333333333333,21.663333333333338,0.001350722789232653,0.007142370277961163,0.4936274028731183
development_selected_score_no_op,3,0.16433138166515468,0.1376065847651565,0.1376065847651565,3.3333333333333335,3.3333333333333335,1.0,0.18689427698942987,0.15885433711417143,0.29166666666666663,0.9166666666666667,4.416666666666666,0.0019896035300538033,0.005634397737139807,0.5781270722348194
