paired_control_eligible,control_status,interpretation_label,selected_model_family,identity_action_region_mse,mean_delta_action_region_mse,selected_action_region_mse,improvement_vs_identity,improvement_vs_mean_delta,counterfactual_top1_accuracy,positive_improvement_every_crowding,all_model_seeds_beat_identity,overfit_loss_decreased,all_metrics_finite,all_counterfactual_candidates_unique,exact_oracle_top1_accuracy,exact_oracle_max_action_region_mse,implementation_sanity_passed,crowding_0_improvement_vs_identity,crowding_5_improvement_vs_identity,crowding_15_improvement_vs_identity
True,success,exact_action_information_recoverable_in_pixel_formulation,mlp,0.49939636399348575,0.4758337116986513,0.0002486911414605449,0.9995020165155551,0.9994773570359848,1.0,True,True,True,True,True,1.0,3.552713678800501e-15,True,0.9997267054752828,0.9995549470065871,0.9990738492831378
